,7,10,48,39,22,23,47,37,25,33,prediction_label,predict,label
25,-0.30966178,-0.5757324,-0.49501932,-1.0273671,-1.0530576,-0.6781199,-0.5800302,-0.8990767,-0.7566041,-0.15374267,2.996848409182914,3,3.0
26,3.2293298,-0.13979855,-0.86213815,-1.2636142,-1.0031631,-1.2651756,-1.9648064,-1.3379445,-0.7591254,-0.72643584,5.9740614263740195,6,6.0
27,-0.30966178,-0.3577655,-0.75721765,-0.9934156,-1.2196201,-0.76942253,-0.7227889,-1.3287874,-0.6977501,-0.36639494,3.4384484406469826,3,4.0
28,-0.30966178,0.95003617,-1.2232192,-1.1663176,-0.5537452,-0.44143498,-2.1523292,-1.540897,-0.90296894,-0.57473516,3.99695335306813,4,4.0
29,-0.30966178,0.95003617,-0.93363166,-1.6749191,-1.7034887,-1.1190572,-0.739623,-1.3567502,-1.2014781,-0.6126221,4.989705065817101,5,5.0
30,-0.30966178,-0.6847159,-0.45437294,-0.51010674,-0.54097545,-0.7710249,-0.7218942,-0.7547132,-0.2171294,-0.17242347,3.9734842268305153,4,4.0
31,-0.30966178,-0.46674895,-0.2583259,-0.23585194,-0.34362414,-0.25050014,-0.31477338,-0.28299984,-0.13481796,-0.08400237,0.028017312804849315,1,0.0
32,-0.30966178,0.5141023,-1.5729482,-1.7942595,0.07158211,-0.6952844,-2.8426077,-1.8075331,-1.3541756,-0.890389,4.9923206743585755,5,5.0
33,-0.30966178,-0.6847159,-0.5964198,-1.1702347,-0.84713036,-0.84426045,-1.1403728,-1.4933965,-0.75720656,-0.4673868,3.9608741214895455,4,4.0
34,-0.30966178,-0.13979855,-1.2194827,-0.55753815,-1.1361135,-0.79808253,-1.6416689,-1.1465166,-0.7797593,-0.9146792,4.991830635060843,5,5.0
35,-0.30966178,-0.13979855,-0.61665213,-0.7219963,-0.49219286,-0.6947684,-1.2663637,-0.5863861,-0.545267,-0.6404279,2.9993360253848937,3,3.0
36,-0.30966178,-0.3577655,-0.47780928,-0.8977049,-1.0011098,-0.7215235,-0.6298274,-0.77910507,-0.76857036,-0.5255108,3.083416601922173,3,3.0
37,-0.30966178,-0.5757324,-0.36611372,-0.6910011,-0.6256639,-0.38973632,-0.31054506,-0.57746756,-0.44816586,-0.0703568,2.0099072576892945,2,2.0
38,-0.30966178,-0.3577655,-0.26688373,-0.27430278,-0.019421399,-0.124140136,-0.37179652,-0.60374385,-0.21457583,-0.18464614,1.0275381797215595,1,1.0
39,-0.30966178,-0.5757324,-0.32413405,-0.5040077,-0.22640492,-0.019539084,0.06616896,-0.31924203,-0.09618921,0.13973719,0.9250452987520035,1,1.0
40,-0.30966178,-0.5757324,-0.89100397,-0.92359644,-0.57895774,-0.4518192,-1.1574607,-1.085843,-0.72146493,-0.2966418,2.6306572287690857,3,3.0
41,-0.30966178,-0.3577655,-0.19084099,-0.2687781,-0.16967453,-0.25223523,-0.30177754,-0.29392105,-0.15155402,-0.14736666,0.035325518046784854,1,0.0
42,-0.30966178,1.1680031,-1.0274459,-1.1122566,-1.104762,-1.0920699,-0.6507139,-1.1123732,-1.047218,-0.9029193,4.830833327262558,5,5.0
43,-0.30966178,0.5141023,-0.3864522,-1.2166355,-0.91607726,-0.71852857,-0.5765981,-0.8378907,-0.70054805,-0.20827493,3.0069498451474925,3,3.0
44,-0.30966178,-0.3577655,-0.41718742,-0.73835725,-0.8209552,-0.3448636,-0.25010872,-0.42571408,-0.45027578,-0.124167114,1.028579984177711,1,1.0
45,-0.30966178,-0.5757324,-0.337326,-0.5026552,-0.6201521,-0.43231162,-0.88575816,-0.5484302,-0.36018866,-0.32146063,2.0323912365473165,2,2.0
46,-0.30966178,-0.3577655,-0.2591395,-0.16563945,-0.10911309,-0.15863009,-0.18919522,-0.37029204,-0.10586799,-0.07936831,0.9689643252606104,1,1.0
47,-0.30966178,-0.5757324,-0.58005476,-1.0151324,-0.90293574,-0.7110104,-0.5364551,-0.92942405,-0.69655377,-0.26617992,2.99219226364667,3,3.0
48,-0.30966178,1.38597,-0.17181411,-0.14428166,-0.21614468,-0.13399547,-0.23751362,-0.24609119,0.027409988,-0.05343745,0.9940966077651203,1,1.0
49,-0.30966178,1.2769866,-0.36611816,-0.38991916,-0.3518578,-0.43052986,-0.45621207,-0.5506483,-0.30462074,-0.31577545,1.0388137545513065,1,1.0
50,-0.30966178,0.29613534,-0.2121954,-0.10975776,-0.20148653,0.052388005,0.06347609,-0.0077000237,0.1450308,0.16423619,0.013064712521187793,1,0.0
51,3.2293298,0.07816839,-0.34564734,-0.5654775,-0.50103056,-0.51903766,-0.567743,-0.6934136,-0.41829103,-0.32309017,3.122930858351065,3,3.0
52,-0.30966178,-0.3577655,-0.37158063,-0.29308325,-0.25123644,-0.03524986,-0.296318,-0.4477745,-0.17004979,0.041427955,1.9638069779515215,2,2.0
53,-0.30966178,-0.5757324,-0.37574527,-0.61310446,-0.5411867,-0.3614715,-0.37433508,-0.5162841,-0.38606736,-0.18567012,2.9473006322838278,3,3.0
54,-0.30966178,-0.5757324,-0.78793305,-1.08342,-0.91378653,-0.9484185,-1.1326504,-1.7331694,-1.0744784,-0.52899665,3.9979646816619248,4,4.0
55,-0.30966178,-0.46674895,-0.39123803,0.031223515,-0.41970095,0.3258701,0.45325056,0.36860895,0.8020493,0.62029356,0.02617210551405602,1,0.0
56,-0.30966178,-0.7392076,-0.84807336,-1.1258351,-0.6956372,-0.7897664,-0.96258503,-1.1785696,-0.8441282,-0.44469008,3.003673143299323,3,3.0
57,-0.30966178,1.38597,-1.5911064,-1.0869609,-1.0643082,-1.1435962,-2.5123668,-2.1627233,-0.8212514,-0.643624,4.9114138135349785,5,5.0
58,-0.30966178,-0.5757324,-0.17221151,-0.17723326,-0.2117122,-0.085779786,-0.21923119,-0.12020944,-0.18558393,-0.07857732,0.743373128711178,1,0.0
59,-0.30966178,-0.6847159,-1.4308434,-0.91895443,-0.45407984,-0.7050331,-2.2237113,-0.782119,-0.84754163,-0.87875825,4.033334699189561,4,4.0
60,-0.30966178,-0.6847159,-0.59635746,-1.3931258,-1.3271638,-0.9319542,-0.83147603,-1.0630816,-0.7621963,-0.21512729,3.9901730152111727,4,4.0
61,-0.30966178,-0.13979855,-0.31452814,-0.7098211,-0.4227818,-0.308994,-0.29101238,-0.25494543,-0.512784,-0.20245823,1.3048032769138695,1,2.0
62,-0.30966178,1.38597,-0.39645824,-0.7676114,-0.45013767,-0.35698304,-0.37657616,-0.3693031,-0.450665,-0.2444396,1.8384258142865133,2,2.0
63,-0.30966178,-0.5757324,-0.6362842,-0.95439136,-0.9829623,-0.84020007,-1.521186,-0.904528,-0.47232923,-0.49923068,3.0197890816546016,3,3.0
64,-0.30966178,-0.3577655,-0.9675919,-0.76125443,-0.974685,-0.7327385,-1.7992498,-1.1297847,-0.62942326,-0.4685534,2.983922450498537,3,3.0
65,-0.30966178,0.95003617,-0.979383,-1.8735468,-1.5817188,-1.5957136,-2.878591,-1.1938009,-0.8900676,-1.3566808,5.998657244802146,6,6.0
66,-0.30966178,0.07816839,-0.6380148,-0.61649436,-0.48768908,-0.6614002,-0.88677984,-0.81001735,-0.38186622,-0.37401026,1.9822525193687488,2,2.0
67,-0.30966178,-0.3577655,-0.47427082,-0.36832756,-0.15190831,-0.42178464,-0.6618958,-0.5382012,-0.4340237,-0.45734984,2.0050896146603305,2,2.0
68,-0.30966178,-0.3577655,-1.1087856,-1.705098,-1.4581327,-0.9692087,-3.3800755,-1.0407375,-0.97232276,-1.2563683,5.575891970233197,6,6.0
69,-0.30966178,-0.13979855,-0.7593411,-0.7369218,-0.8084019,-0.9992955,-0.9959113,-1.1373858,-0.4581737,-0.27274472,2.994192990561555,3,3.0
70,3.2293298,-0.3577655,-0.4982113,-0.5420505,-0.48809278,-0.592624,-0.6594043,-0.84628385,-0.40709653,-0.34594247,3.3980834960653836,3,1.0
71,3.2293298,-0.3577655,-0.91069216,-0.88407636,-1.0211661,-1.2053211,-1.5201062,-1.4517872,-0.92241204,-0.734716,5.021422433468219,5,5.0
72,-0.30966178,-0.3577655,-0.1612049,-0.21464933,-0.20834368,-0.16493443,-0.31813335,-0.16868481,-0.1385533,-0.12436878,0.962767840610705,1,1.0
73,-0.30966178,-0.46674895,-0.8024377,-1.5640409,-1.2581186,-0.9459895,-1.0082392,-1.1579031,-1.1560678,-0.7503705,4.785267862104661,5,0.0
74,-0.30966178,-0.13979855,-0.8494902,-1.0555136,-0.8536081,-1.2258476,-1.3927964,-1.2285924,-0.8331034,-0.92174435,4.736752915025962,5,3.0
75,3.2293298,-0.46674895,-0.7480996,-0.9899357,-1.3062172,-0.58184385,-1.0464768,-1.1521063,-0.830649,-0.46484274,4.131918581734491,4,5.0
76,3.2293298,-0.3577655,-0.44157663,-0.7683929,-0.68030596,-0.48214713,-0.48196223,-0.7558117,-0.5657193,-0.19358158,5.954812638029249,6,6.0
77,-0.30966178,0.29613534,-0.6203494,-0.6073294,-0.6487984,-0.72241086,-0.9243697,-0.7636562,-0.38533247,-0.32900858,1.0355965436227277,1,1.0
78,-0.30966178,-0.5757324,-0.3106777,-0.25525612,-0.23486926,-0.21662432,-0.23191628,-0.3013646,-0.16553357,-0.10355202,0.9796799699431931,1,1.0
79,-0.30966178,0.07816839,-0.14059903,-0.29635927,-0.003400383,-0.16101998,-0.36645544,-0.44008327,-0.07185469,-0.20998675,1.0049286755404092,1,1.0
80,3.2293298,-0.13979855,-0.4105991,-0.57457876,-0.47675192,-0.52760077,-0.59332556,-0.5178889,-0.41814926,-0.30219954,3.010248926091507,3,3.0
81,-0.30966178,-0.5757324,-0.3643211,-0.53884375,-0.44650352,-0.3528738,-0.6988588,-0.62798864,-0.41200906,-0.20732594,2.0005494592313577,2,2.0
82,-0.30966178,1.38597,-1.3779105,-1.1218947,-1.1548674,-1.5439708,-2.0952566,-1.55028,-0.8028247,-0.71987635,5.013410719480204,5,5.0
83,-0.30966178,-0.46674895,-0.4403662,-0.76805,-0.7980132,-0.56023026,-0.40339848,-0.68773264,-0.46269462,-0.110010736,3.1021375804059823,3,1.0
84,-0.30966178,-0.5757324,-0.17566754,-0.14867097,-0.46986812,-0.34909114,-0.7968181,-0.4338969,-0.18391882,-0.35619804,1.741319798670287,2,2.0
85,-0.30966178,-0.13979855,-0.1622805,-0.15905511,-0.005485573,0.1895866,0.04024096,-0.046383437,0.17009953,0.21008013,0.12571832364492064,1,0.0
86,-0.30966178,-0.46674895,-0.20760693,-0.3054496,-0.18614289,-0.20678642,-0.18284781,-0.35917938,-0.24036902,-0.115102,0.9941392272971612,1,1.0
87,-0.30966178,1.38597,-0.32586268,-0.31960818,-0.2462321,-0.50358796,-0.4227182,-0.5947378,-0.46048,-0.37724784,1.9771183263417649,2,2.0
88,-0.30966178,-0.46674895,-0.29969198,-0.3841528,-0.48277035,-0.16528304,-0.07731618,-0.23345426,-0.2298884,-0.04106614,0.9896438094268958,1,1.0
89,-0.30966178,-0.3577655,-0.7385476,-0.65749246,-1.0104171,-0.70806074,-3.0031195,-0.87773937,-0.6710341,-1.1806833,4.9863085412619785,5,5.0
90,-0.30966178,-0.13979855,-0.39651763,-0.5155449,-0.17290036,-0.26471493,-0.524212,-0.7045146,-0.3961017,-0.1475438,1.824559251791856,2,2.0
91,3.2293298,-0.3577655,-0.5165459,-1.2247424,-1.1121417,-1.0786903,-1.0043364,-1.4954023,-0.64833003,-0.111154415,5.000194288845637,5,5.0
92,-0.30966178,-0.6847159,-0.49546012,-0.67037374,-0.82654935,-0.6092391,-1.048751,-0.87855643,-0.58832484,-0.3611088,2.0115044173680374,2,2.0
93,-0.30966178,0.29613534,-0.7767275,-1.3056219,-1.2854164,-0.91009116,-2.7448795,-0.9641598,-0.8125427,-0.98162895,5.590011633072031,6,5.0
94,-0.30966178,-0.5757324,-0.8284166,-1.687425,-1.4808798,-1.0521674,-0.6977876,-1.2064711,-1.0974654,-0.43337873,4.049760922215603,4,4.0
95,-0.30966178,-0.5757324,-1.1380063,-1.1392764,-1.0247205,-1.1402911,-1.5372589,-1.4522672,-0.94387466,-0.72373295,4.022004755503996,4,4.0
96,-0.30966178,-0.13979855,-0.17885897,-0.10252782,-0.26993763,-0.24816982,-0.6083909,-0.41079673,-0.19880408,-0.29015288,1.985926263563047,2,2.0
97,3.2293298,-0.24878202,-0.7726376,-0.783614,-0.9462311,-0.79893833,-1.8886666,-0.8599469,-0.61017734,-0.6507783,4.9914673627553565,5,5.0
98,-0.30966178,-0.13979855,-0.5591167,-0.6847849,-0.77131015,-0.91541886,-0.787972,-1.0026417,-0.51415235,-0.29853663,2.99798888658466,3,3.0
99,-0.30966178,-0.6847159,-0.5674865,-0.45649204,-0.37174308,-0.4119784,-0.6698641,-0.6940172,-0.5012797,-0.36280325,2.0257497147700114,2,2.0
100,-0.30966178,-0.3577655,-0.020124892,-0.02695593,-0.0057075187,-0.0024601663,-0.022068316,-0.028673481,-0.0035026208,-0.0017299564,0.09399379234569549,1,
101,-0.30966178,-0.46674895,-0.020124892,-0.02695593,-0.0057075187,-0.0024601663,-0.022068316,-0.028673481,-0.0035026208,-0.0017299564,0.1070188504001286,1,
102,-0.30966178,-0.6847159,-0.020124892,-0.02695593,-0.0057075187,-0.0024601663,-0.022068316,-0.028673481,-0.0035026208,-0.0017299564,0.06912447134247834,1,
103,-0.30966178,0.07816839,-0.020124892,-0.02695593,-0.0057075187,-0.0024601663,-0.022068316,-0.028673481,-0.0035026208,-0.0017299564,0.10992388573690715,1,
104,-0.30966178,-0.5757324,-0.020124892,-0.02695593,-0.0057075187,-0.0024601663,-0.022068316,-0.028673481,-0.0035026208,-0.0017299564,0.0697237542278688,1,
105,-0.30966178,-0.5757324,-0.020124892,-0.02695593,-0.0057075187,-0.0024601663,-0.022068316,-0.028673481,-0.0035026208,-0.0017299564,0.0697237542278688,1,
106,-0.30966178,-0.5757324,-0.020124892,-0.02695593,-0.0057075187,-0.0024601663,-0.022068316,-0.028673481,-0.0035026208,-0.0017299564,0.0697237542278688,1,
107,-0.30966178,0.4051188,-0.020124892,-0.02695593,-0.0057075187,-0.0024601663,-0.022068316,-0.028673481,-0.0035026208,-0.0017299564,0.1580462942086407,1,
108,3.2293298,-0.5757324,-0.020124892,-0.02695593,-0.0057075187,-0.0024601663,-0.022068316,-0.028673481,-0.0035026208,-0.0017299564,1.5891344250795998,2,
109,-0.30966178,-0.6847159,-0.020124892,-0.02695593,-0.0057075187,-0.0024601663,-0.022068316,-0.028673481,-0.0035026208,-0.0017299564,0.06912447134247834,1,
110,-0.30966178,-0.6847159,-0.020124892,-0.02695593,-0.0057075187,-0.0024601663,-0.022068316,-0.028673481,-0.0035026208,-0.0017299564,0.06912447134247834,1,
111,-0.30966178,-0.3577655,-0.020124892,-0.02695593,-0.0057075187,-0.0024601663,-0.022068316,-0.028673481,-0.0035026208,-0.0017299564,0.09399379234569549,1,
112,-0.30966178,1.603937,-0.020124892,-0.02695593,-0.0057075187,-0.0024601663,-0.022068316,-0.028673481,-0.0035026208,-0.0017299564,0.48081335333242103,1,
113,-0.30966178,0.95003617,-0.020124892,-0.02695593,-0.0057075187,-0.0024601663,-0.022068316,-0.028673481,-0.0035026208,-0.0017299564,0.3603400012192228,1,
114,-0.30966178,0.07816839,-0.020124892,-0.02695593,-0.0057075187,-0.0024601663,-0.022068316,-0.028673481,-0.0035026208,-0.0017299564,0.10992388573690715,1,
115,-0.30966178,-0.3577655,-0.020124892,-0.02695593,-0.0057075187,-0.0024601663,-0.022068316,-0.028673481,-0.0035026208,-0.0017299564,0.09399379234569549,1,
116,-0.30966178,0.07816839,-0.020124892,-0.02695593,-0.0057075187,-0.0024601663,-0.022068316,-0.028673481,-0.0035026208,-0.0017299564,0.10992388573690715,1,
117,3.2293298,-0.5757324,-0.020124892,-0.02695593,-0.0057075187,-0.0024601663,-0.022068316,-0.028673481,-0.0035026208,-0.0017299564,1.5891344250795998,2,
118,-0.30966178,-0.13979855,-0.020124892,-0.02695593,-0.0057075187,-0.0024601663,-0.022068316,-0.028673481,-0.0035026208,-0.0017299564,0.08830887190031822,1,
119,-0.30966178,-0.3577655,-0.020124892,-0.02695593,-0.0057075187,-0.0024601663,-0.022068316,-0.028673481,-0.0035026208,-0.0017299564,0.09399379234569549,1,
120,-0.30966178,-0.6193258,-0.020124892,-0.02695593,-0.0057075187,-0.0024601663,-0.022068316,-0.028673481,-0.0035026208,-0.0017299564,0.06396230397850022,1,
121,-0.30966178,-0.3577655,-0.020124892,-0.02695593,-0.0057075187,-0.0024601663,-0.022068316,-0.028673481,-0.0035026208,-0.0017299564,0.09399379234569549,1,
122,-0.30966178,4.437507,-0.020124892,-0.02695593,-0.0057075187,-0.0024601663,-0.022068316,-0.028673481,-0.0035026208,-0.0017299564,0.5242164713892952,1,
123,-0.30966178,-0.46674895,-0.020124892,-0.02695593,-0.0057075187,-0.0024601663,-0.022068316,-0.028673481,-0.0035026208,-0.0017299564,0.1070188504001286,1,
124,-0.30966178,-0.46674895,-0.020124892,-0.02695593,-0.0057075187,-0.0024601663,-0.022068316,-0.028673481,-0.0035026208,-0.0017299564,0.1070188504001286,1,
125,-0.30966178,-0.5757324,-0.020124892,-0.02695593,-0.0057075187,-0.0024601663,-0.022068316,-0.028673481,-0.0035026208,-0.0017299564,0.0697237542278688,1,
126,-0.30966178,-0.5757324,-0.020124892,-0.02695593,-0.0057075187,-0.0024601663,-0.022068316,-0.028673481,-0.0035026208,-0.0017299564,0.0697237542278688,1,
127,-0.30966178,-0.5757324,-0.020124892,-0.02695593,-0.0057075187,-0.0024601663,-0.022068316,-0.028673481,-0.0035026208,-0.0017299564,0.0697237542278688,1,
128,-0.30966178,-0.3577655,-0.020124892,-0.02695593,-0.0057075187,-0.0024601663,-0.022068316,-0.028673481,-0.0035026208,-0.0017299564,0.09399379234569549,1,
129,-0.30966178,-0.46674895,-0.020124892,-0.02695593,-0.0057075187,-0.0024601663,-0.022068316,-0.028673481,-0.0035026208,-0.0017299564,0.1070188504001286,1,
130,-0.30966178,-0.3577655,-1.3737986,-1.8874243,-1.2009254,-1.3458936,-1.4854338,-2.2592695,-1.5301621,-0.6711601,5.010421378926386,5,5.0
131,-0.30966178,-0.5757324,-0.5288536,-0.43503505,-0.6206637,-0.53222483,-1.2311217,-0.48569795,-0.4268446,-0.53650486,3.9698820007559164,4,4.0
132,-0.30966178,-0.13979855,-0.2763689,-0.5563276,-0.46372,-0.44554597,-1.0868824,-0.48897406,-0.27615485,-0.35826677,1.9943732069755602,2,
133,-0.30966178,0.29613534,-0.14720042,-0.39755523,-0.058378607,-0.21917984,-0.31565055,-0.4889189,-0.018405292,-0.10625664,1.1355720500565318,1,
134,-0.30966178,-0.3577655,-0.56825316,-0.43032914,-0.7857393,-0.40691003,-1.099134,-0.70464087,-0.52786887,-0.4552401,2.1750288560765982,2,
135,-0.30966178,-0.3577655,-0.28160036,-0.8552726,-0.8656306,-0.48537096,-0.47732735,-0.63413346,-0.52103865,-0.15696402,2.3893589480955066,2,
136,-0.30966178,4.437507,-0.20077251,-0.23366939,-0.054918103,-0.16179737,-0.29453462,-0.31108883,-0.10262321,-0.11323684,0.9675207087212401,1,
137,-0.30966178,-0.13979855,-0.5896596,-1.0040736,-0.5967741,-0.65285724,-0.6061449,-0.9059182,-0.71786714,-0.19257519,3.085059217982646,3,
138,-0.30966178,0.18715186,-1.1031927,-1.2378349,-0.8971225,-1.2062678,-1.5379301,-1.4209893,-0.9295273,-0.7477167,4.822790015991144,5,
139,-0.30966178,-0.7217703,-0.4520921,-0.82906187,-0.5761671,-0.7729,-0.9175104,-0.66885436,-0.61645776,-0.5208274,3.1436967825286017,3,
140,-0.30966178,2.2578378,-0.4586971,-0.4356159,-0.38570553,-0.50031686,-0.65737873,-0.5938433,-0.26632756,-0.34198886,1.8490213699714682,2,
141,-0.30966178,-0.46674895,-0.8166614,-1.0252326,-0.43894526,-0.70737034,-1.1409621,-1.119334,-0.59987533,-0.5117321,2.349800578441329,2,
142,3.2293298,-0.13979855,-0.2627748,-0.2624364,0.012414701,-0.39658374,-0.6690514,-0.51940334,-0.16237998,-0.46399817,2.279787799169856,2,
143,3.2293298,-0.46674895,-0.3721527,-0.1771395,-0.5919573,-0.53250444,-1.5259573,-0.66442895,-0.23933944,-0.6276246,3.220611401627335,3,
144,-0.30966178,1.821904,-0.18923596,-0.13859272,-0.119044915,-0.15523815,-0.30944616,-0.32757622,-0.20239504,-0.20321466,0.924832529221504,1,
145,-0.30966178,-0.46674895,-0.29915872,-0.31962645,-0.35510623,-0.39466268,-0.5254976,-0.51010597,-0.22506474,-0.24485771,1.8128515770861424,2,
146,-0.30966178,-0.7283093,-0.37292358,-0.5278913,-0.35653225,-0.55957794,-0.51990724,-0.68610525,-0.4505484,-0.23283327,2.3816058864928213,2,
147,-0.30966178,-0.3577655,-0.1562345,-0.2863711,-0.08658268,-0.18142153,-0.21420887,-0.3476265,-0.12857689,-0.08979541,0.6084271462916004,1,
148,-0.30966178,-0.13979855,-0.57901675,-0.47848076,-0.37986395,-0.59652716,-0.6835878,-0.52175856,-0.43935034,-0.32408357,2.1029685991558975,2,
149,-0.30966178,4.437507,-0.14116727,-0.25174427,-0.1846258,-0.19107132,-0.23692684,-0.25087494,-0.119238764,-0.079808936,0.8941282340428001,1,
150,-0.30966178,-0.3577655,-0.2818702,-0.60459125,-0.5045359,-0.5760053,-0.6357364,-0.60202205,-0.31398192,-0.14648288,2.273951668681942,2,
151,-0.30966178,0.07816839,-0.24007651,-0.25646317,-0.37457317,-0.32219905,-0.73396945,-0.30025172,-0.14262097,-0.16704552,0.8217010491565722,1,
152,-0.30966178,0.7320692,-1.0352986,-0.42301285,-0.8166802,-1.1129403,-1.2337226,-1.0754323,-0.55447435,-0.5783463,3.3206929142155115,3,
153,-0.30966178,3.7836063,-0.33595896,-0.500251,-0.5186214,-0.3386695,-0.40461338,-0.5568517,-0.45518807,-0.24350506,1.9386314453775197,2,
154,-0.30966178,-0.074408464,-0.48729944,-0.8838529,-0.8136456,-0.53756315,-0.7708258,-0.7299657,-0.6375531,-0.34534386,2.8587204989430406,3,
155,3.2293298,0.4051188,-0.28724965,-0.45378423,-0.39604235,-0.3130979,-0.52334493,-0.387553,-0.32868868,-0.27819583,2.4422953221170696,2,
156,-0.30966178,-0.6847159,-0.63424706,-0.7781141,-0.67769104,-1.079837,-1.0858339,-1.0638002,-0.676815,-0.43972626,2.965121733442069,3,
157,-0.30966178,-0.18339193,-0.5641575,-1.0911775,-1.2288219,-0.7213598,-0.46235287,-0.85860234,-0.7504501,-0.20935243,3.1903783494644826,3,
158,-0.30966178,-0.13979855,-0.163414,-0.44364122,-0.2736649,-0.4191167,-0.31825483,-0.5227109,-0.18846312,-0.08968572,1.5469560363888883,2,
159,-0.30966178,0.07816839,-0.26153165,-0.41685492,-0.2999088,-0.33785295,-0.24946544,-0.47234118,-0.19928169,-0.0656951,1.2784684169510323,1,
