iter	Passed	Remaining
294	2207	5274
295	2207	5251
296	2208	5227
297	2209	5204
298	2210	5182
299	2215	5169
300	2216	5147
301	2217	5125
302	2218	5103
303	2219	5082
304	2238	5101
305	2267	5143
306	2298	5188
307	2299	5165
308	2300	5143
309	2300	5121
310	2321	5143
311	2379	5246
312	2379	5223
313	2380	5200
314	2381	5178
315	2382	5155
316	2382	5133
317	2383	5111
318	2398	5119
319	2399	5097
320	2399	5076
321	2409	5072
322	2413	5058
323	2422	5054
324	2425	5036
325	2428	5021
326	2431	5005
327	2433	4984
328	2460	5018
329	2461	4998
330	2484	5020
331	2500	5030
332	2501	5009
333	2514	5014
334	2516	4995
335	2535	5010
336	2536	4989
337	2537	4969
338	2539	4951
339	2553	4956
340	2553	4935
341	2611	5023
342	2611	5002
343	2612	4982
344	2613	4961
345	2614	4940
346	2614	4920
347	2633	4934
348	2640	4924
349	2646	4914
350	2666	4929
351	2667	4910
352	2668	4891
353	2669	4871
354	2691	4889
355	2691	4869
356	2692	4849
357	2762	4954
358	2763	4934
359	2764	4914
360	2764	4894
361	2765	4874
362	2766	4854
363	2767	4835
364	2770	4819
365	2772	4801
366	2772	4782
367	2774	4764
368	2776	4748
369	2778	4730
370	2780	4714
371	2783	4699
372	2784	4680
373	2811	4706
374	2812	4687
375	2813	4669
376	2814	4650
377	2843	4679
378	2844	4660
379	2845	4641
380	2845	4623
381	2846	4605
382	2847	4586
383	2847	4568
38383	4181	6708
384	4183	66838385	4184	66538386	4186	663388	2888	4536
38388	4248	6672
389	4249	6646
390	4250	6620
391	4251	6593
392	4258	6577
393	4262	65539394	4297	6582
395	4298	6555
396	4306	6541
397	4307	6515
398	4327	6517
399	4327	6491
400	4336	6477
401	4337	6452
402	4338	6427
403	4407	6502
404	4408	6476
405	4409	6451
406	4410	6425
407	4411	6401
408	4412	6376
409	4414	6352
410	4418	6331
411	4420	6308
412	4421	6284
413	4423	6261
414	4464	6292
415	4465	6268
416	4466	6244
417	4466	6219
418	4495	6233
419	4496	6209
420	4497	6184
421	4497	6160
422	4498	6136
423	4499	611425	3237	4362
426	3238	4345
427	3247	4339
428	3248	4324
429	3276	4343
430	3277	4326
431	3305	4346
432	3306	4329
433	3307	4313
434	3307	4296435	4838	6259
436	4857	6258
437	4868	6246
438	4878	6234
439	4879	6210
440	4905	6217
441	4955	6256
442	4985	6268
443	5025	6293
444	5030	6274
445	5031	6250
446	5032	6226
447	5033	6202
448	5035	6178
449	5036	6155
450	5037	6131
451	5072	6149
452	5075	6129
453	5080	6109
454	5084	6090
455	5085	6066
456	5112	6074
457	5122	6062
458	5124	6039
459	5125	6016
460	5126	5993
461	5231	6092
462	5255	6095
463	5260	6076
464	5261	6053
465	5262	6030
466	5369	6128
467	5380	6116
468	5396	6109
469	5397	6086
470	5431	6100
471	5444	6090
472	5476	6101
473	5542	6150
474	5548	6132
475	5610	6176
476	5647	6191
477	5675	6198
478	5677	6175
479	5684	6158
480	5688	6138
481	5698	6124
482	5712	6114
483	5739	6119
484	5763	6119
485	5764	6096
486	5832	6143
487	5877	6166
488	5893	6158
489	5894	6134
490	5897	6113
491	5941	6134
492	5967	6136
493	5968	6113
494	5968	6089
495	5977	6073
496	5978	6050
497	5984	6032
498	5993	6017
499	6000	6000
500	6048	6024
501	6069	6021
502	6070	5998
503	6071	5975
504	6072	5952
505	6073	5929
506	6175	6005
507	6177	5982
508	6180	5962
509	6186	5943
510	6191	5925
511	6269	5975
512	6275	5957
513	6279	5937
514	6343	5974
515	6405	6008
516	6410	5989
517	6411	5966
518	6412	5942
519	6418	5925
520	6419	5902
521	6423	5882
522	6426	5861
523	6465	5872
524	6466	5850
525	6471	5831
526	6472	5808
527	6479	5792
528	6481	5770
529	6534	5794
530	6535	5772
531	6560	5771
532	6561	5749
533	6562	5727
534	6614	5748
535	6622	5732
536	6623	5710
537	6637	5699
538	6638	5677
539	6689	5698
540	6691	5677
541	6692	5655
542	6693	5633
543	6694	5611
544	6704	5596
545	6705	5575
546	6713	5559
547	6713	5537
548	6714	5516
549	6738	5513
550	6739	5491
551	6740	5470
552	6740	5448
553	6748	5433
554	6749	5411
555	6750	5390
556	6758	5375
557	6759	5354
558	6766	5337
559	6766	5316
560	6767	5295
561	6768	5274
562	6849	5316
563	6850	5295
564	6851	5275
565	6852	5254
566	6852	5233
567	6860	5217
568	6861	5197
569	6863	5177
570	6865	5158
571	6889	5155
572	6891	5135
573	6892	5115
574	6893	5094
575	6894	5075
576	6895	5055
577	6897	5035
578	6898	5015
579	6899	4995
580	6900	4976
581	6944	4987
582	6944	4967
583	6945	4947
584	6946	4927
585	6947	4908
586	6955	4894
587	6957	4874
588	6958	4855
589	6991	4858
590	6992	4839
591	6995	4821
592	6999	4804
593	7001	4785
594	7003	4767
595	7026	4762
596	7036	4749
597	7074	4755
598	7075	4736
599	7100	4733
600	7115	4724
601	7116	4705
602	7119	4686
603	7119	4667
604	7160	4674
605	7161	4655
606	7161	4636
607	7176	4627
608	7177	4608
609	7182	4591
610	7228	4601
611	7228	4583
612	7229	4564
613	7230	4545
614	7233	4528
615	7247	4518
616	7248	4499
617	7255	4484
618	7258	4467
619	7266	4453
620	7269	4436
621	7300	4436
622	7357	4452
623	7358	4433
624	7358	4415
625	7359	4396
626	7360	4378
627	7361	4360
628	7361	4342
629	7362	4323
630	7363	4305
631	7363	4287
632	7451	4320
633	7452	4301
634	7455	4285
635	7456	4267
636	7456	4249
637	7459	4232
638	7498	4236
639	7498	4218
640	7499	4200
641	7500	4182
642	7501	4164
643	7501	4147
644	7502	4129
645	7503	4111
646	7509	4097
647	7511	4080
648	7512	4062
649	7520	4049
650	7521	4032
651	7522	4014
652	7523	3997
653	7523	3980
654	7564	3984
655	7565	3967
656	7566	3950
657	7567	3933
658	7567	3915
659	7568	3899
660	7569	3882
661	7570	3865
662	7580	3853
663	7581	3836
664	7582	3819
665	7590	3806
666	7591	3790
667	7592	3773
668	7625	3773
669	7637	3761
670	7637	3744
671	7638	3728
672	7639	3711
673	7639	3695
674	7640	3678
675	7641	3662
676	7643	3646
677	7644	3630
678	7645	3614
679	7645	3598
680	7646	3581
681	7652	3568
682	7653	3552
683	7655	3536
684	7656	3520
685	7657	3504
686	7657	3488
687	7682	3483
688	7683	3468
689	7685	3452
690	7686	3437
691	7688	3422
692	7689	3406
693	7689	3390
694	7690	3375
695	7691	3359
696	7695	3345
697	7696	3330
698	7697	3314
699	7698	3299
700	7706	3286
701	7739	3285
702	7740	3269
703702	7615	3217
703	7616	3202
704	7626	3191
705	7628	31707	7814	3223
708	7827	3212
709	7834	3200
710	7865	3197
711	7867	3182
712	7904	3181
713	7906	3167
714	7910	3152
715	7986	3167
716	8021	3165
717	8022	3150
718	8023	3135
719	8024	3120
720	8037	3110
721	8105	3120
722	8133	3116
723	8135	3101
724	8136	3086
725	8140	3072
726	8142	3057
727	8205	3065
728	8213	3053
729	8219	3040
730	8220	3024
731	8223	3010
732	8224	2995
733	8247	2988
734	8250	2974
735	8257	2961
736	8272	2951
737	8292	2943
738	8313	2936
739	8329	2926
740	8329	2911
741	8354	2904
742	8361	2892
743	8365	2878
744	8369	2864
745	8369	2849
746	8370	2835
747	8371	2820
748	8372	2805
749	8373	2791
750	8374	2776
751	8390	2767
752	8397	2754
753	8398	2740
754	8399	2725
755	8411	2714
756	8424	2704
757	8458	2700
758	8459	2685
759	8460	2671
760	8462	2657
761	8463	2643
762	8473	2632
763	8474	2617
764	8485	2606
765	8486	2592
766	8488	2578
767	8489	2564
768	8490	2550
769	8497	2538
770	8498	2524
771	8499	2510
772	8550	2510
773	8551	2496
774	8551	2482
775	8552	2468
776	8560	2456
777	8574	2446
778	8575	2432
779	8575	2418
780	8577	2405
781	8577	2391
782	8578	2377
783	8621	2375
784	8638	2366
785	8639	2352
786	8641	2338
787	8641	2324
788	8642	2311
789	8657	2301
790	8658	2287
791	8668	2276
792	8668	2262
793	8669	2249
794	8670	2235
795	8671	2222
796	8672	2208
797	8673	2195
798	8673	2182
799	8674	2168
800	8675	2155
801	8676	2142
802	8684	2130
803	8684	2117
804	8685	2103
805	8686	2090
806	8687	2077
807	8688	2064
808	8689	2051
809	8689	2038
810	8690	2025
811	8693	2012
812	8708	2003
813	8709	1990
814	8710	1977
815	8711	1964
816	8711	1951
817	8712	1938
818	8713	1925
819	8714	1913
820	8717	1900
821	8719	1888
822821	8560	1853
822	8561	1841
823	8565	1829
824	8566	1817
825	8577	1806
826	8578	1794
827	8579	1782
828	8580	1769
829	8581	1757
830	8604	1749
831	8605	1737
832	8605	1725
833	8606	1713
834	8607	1700
835	8607	1688
836	8608	1676
837	8609	1664
838	8611	1652
839	8611	1640
840	8612	1628
841	8613	1616
842	8618	1605
843	8635	1596
844	8642	1585
845	8643	1573
846	8644	1561
847	8645	1549
848	8646	1537
849	8646	1525
850	8647	1514
851	8647848	8815	1567
849	88853	8670	1482
854	8678	1471
855	8704	1464
856	8705	1452
857	8714854	8883	1506
855	88859	8722	1419
860	8723	1408
861	8724	1396
862	8724	1385
863	8725860	89864	8779	1370
865	8780	1358
866	8782	1347
867	8782	1335
868	8783	1324
869	8784	1312
870	8785	1301
871	8786	1289
872	8802	1280
873	8802	1269
874	8803	1257
875	8820	1248
876	8822	1237
877	8843	1228
878	8844	1217
879	8857	1207
880	8880	1199
881	8884	1188
882	8887	1177
883	8887	1166
884	8888	1154
885	8889	1143
886	8895	1133
887	8897	1122
888	8902	1111
889	8905	1100
890	8926	1092
891	8928	1081
892	8929	1069
893	8930	1058
894	8930	1047
895	8931	1036
896	8932	1025
897	8933	1014
898	8934	1003
899	8934	992
900	8935	981
901	8936	970
902	8936	959
903	8938	949
904	8939	938
905	8940	927
906	8942	916
907	8955	907
908	8956	896
909	8957	885
910	8957	875
911	8958	864
912	8959	853
913	8959	843
914	8960	832
915	8964	822
916	8965	811
917	8969	801
918	8970	790
919	8971	780
920	8972	769
921	8973	759
922	8977	748
923	8979	738
924	8980	728
925	8981	717
926	8983	707
927	8983	697
928	8984	686
929	8985	676
930	8985	665
931	8987	655
932	8988	645
933	8989	635
934	8990	624
935	8991	614
936	8991	604
937	8996	594
938	8997	584
939	8998	574
940	9001	564
941	9002	554
942	9012	544
943	9013	534
944	9014	524
945	9014	514
946	9015	504
947	9016	494
948	9018	484
949	9019	474
950	9022	464
951	9022	454
952	9023	445
953	9024	435
954	9024	425
955	9025	415
956	9026	405
957	9027	395
958	9028	385
959	9028	376
960	9039	366
961	9040	357
962	9044	347
963	9044	337
964	9045	328
965	9046	318
966	9046	308
967	9047	299
968	9048	289
969	9049	279
970	9050	270
971	9051	260
972	9052	251
973	9053	241
974	9053	232
975	9054	222
976	9057	213
977	9065	203
978	9066	194
979	9066	185
980	9069	175
981	9070	166
982	9070	156
983	9071	147
984	9072	138
985	9072	128
986	9080	119
987	9081	110
988	9082	101
989	9083	91
990	9103	82
991	9111	73
992	9112	64
993	9113	55
994	9114	45
995	9114	36
996	9115	27
997	9116	18
998	9117	9
999	9118	0
5	37
996	9227	27
997	9228	18
998	9229	9
999	9231	0
